k_parent,k_child,parent_gep,child_gep,similarity,raw_value,parent_celltype,child_celltype,celltype_match
5,6,1,1,0.9999968636550051,6.27269982658241e-06,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,1,2,0.045273052648789225,6.190086575520465,Ambiguous/Mixed,Tumor/Epithelials,False
5,6,1,3,0.019341592387033618,7.890994911783526,Ambiguous/Mixed,Tumor/Epithelials,False
5,6,1,4,0.21860063654203918,3.04101758268148,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,1,5,0.5739515092619488,1.110420729737623,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,1,6,0.5882165805535456,1.0613201292543777,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,2,1,0.04436678331181509,6.230528426271686,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,2,2,0.9999134601011964,0.0001730872871934235,Tumor/Epithelials,Tumor/Epithelials,True
5,6,2,3,0.505442989241044,1.3646400556191305,Tumor/Epithelials,Tumor/Epithelials,True
5,6,2,4,0.3407210401458345,2.1533824011682228,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,2,5,0.16484122620925976,3.6055450675091,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,2,6,0.16071799621248276,3.656208052242212,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,3,1,0.018985760569075156,7.928132049043858,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,3,2,0.4992567925652224,1.389269402480028,Tumor/Epithelials,Tumor/Epithelials,True
5,6,3,3,0.9999575123978092,8.497700962907203e-05,Tumor/Epithelials,Tumor/Epithelials,True
5,6,3,4,0.2118721070188639,3.1035449102577894,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,3,5,0.09168545079079948,4.778783146517261,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,3,6,0.09822706305388912,4.640947020819714,Tumor/Epithelials,Ambiguous/Mixed,False
5,6,4,1,0.21777700399014632,3.0485673144131535,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,4,2,0.33775018171284493,2.17089752826414,Ambiguous/Mixed,Tumor/Epithelials,False
5,6,4,3,0.20911038993289982,3.129785969917895,Ambiguous/Mixed,Tumor/Epithelials,False
5,6,4,4,0.9999718017057563,5.6397383646137884e-05,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,4,5,0.5054593479015059,1.364575326674059,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,4,6,0.497592710462829,1.3959467741117833,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,5,1,0.5727681494838364,1.1145485396662336,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,5,2,0.16522169336439962,3.6009342215025777,Ambiguous/Mixed,Tumor/Epithelials,False
5,6,5,3,0.09193117683137993,4.773430119605584,Ambiguous/Mixed,Tumor/Epithelials,False
5,6,5,4,0.5050260054914697,1.3662907100198791,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,5,5,0.9999964912589979,7.017494315453239e-06,Ambiguous/Mixed,Ambiguous/Mixed,True
5,6,5,6,0.9679908631802232,0.0650652612270243,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,1,1,0.9994885080577964,0.0010232455976606253,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,1,2,0.044967883662909026,6.203613480788239,Ambiguous/Mixed,Tumor/Epithelials,False
6,7,1,3,0.02685968531088938,7.234257607714081,Ambiguous/Mixed,Tumor/Epithelials,False
6,7,1,4,0.5526532945083152,1.1860488559008275,Ambiguous/Mixed,Fibroblasts/Stromal,False
6,7,1,5,0.5725226133830715,1.115406089949489,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,1,6,0.7544486385417613,0.5635361531892761,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,1,7,0.5362454433213932,1.2463266121575518,Ambiguous/Mixed,Ambiguous/Mixed,True
6,7,2,1,0.04422945251512445,6.236728730625417,Tumor/Epithelials,Ambiguous/Mixed,False
6,7,2,2,0.9989895683632186,0.002021884933925402,Tumor/Epithelials,Tumor/Epithelials,True
6,7,2,3,0.7933136390243798,0.4630732521041019,Tumor/Epithelials,Tumor/Epithelials,True
6,7,2,4,0.21840606694208295,3.042798512916752,Tumor/Epithelials,Fibroblasts/Stromal,False
6,7,2,5,0.15872729836841337,3.6811353076777,Tumor/Epithelials,Ambiguous/Mixed,False
6,7,2,6,0.22748890507458533,2.9613076213665903,Tumor/Epithelials,Ambiguous/Mixed,False
6,7,2,7,0.17824051764460713,3.44924283609488,Tumor/Epithelials,Ambiguous/Mixed,False
6,7,3,1,0.018900295539335314,7.937155440073857,Tumor/Epithelials,Ambiguous/Mixed,False
6,7,3,2,0.4953456650025973,1.404998893968111,Tumor/Epithelials,Tumor/Epithelials,True
6,7,3,3,0.7231765740665571,0.648203724965581,Tumor/Epithelials,Tumor/Epithelials,True
6,7,3,4,0.1362227816112911,3.9869272667711813,Tumor/Epithelials,Fibroblasts/Stromal,False
