sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138116,20,1,Monocyte_family,family,0.94640205574479,677
GSM4138156,20,1,Monocyte_family,family,0.9636642903730156,613
GSM4138134,20,1,Monocyte_family,family,0.9869040653783135,604
GSM4138126,20,1,Monocyte_family,family,0.9854728133770931,561
GSM4138123,20,4,Macrophage_family,family,0.6905541446373064,422
GSM4138120,20,2,cDC2_CD33,specific,0.8543605212493257,388
GSM4138160,20,1,Monocyte_family,family,0.9724934874874545,353
GSM4138134,20,2,cDC2_CD33,specific,0.9467185528295683,346
GSM4138142,20,1,Monocyte_family,family,0.9751205110663594,345
GSM4138135,20,4,Macrophage_family,family,0.7446358704401994,319
GSM4138110,20,1,Monocyte_family,family,0.9808890848319627,317
GSM4138140,20,2,cDC2_CD33,specific,0.9108686442688616,297
GSM4138132,20,2,cDC2_CD33,specific,0.9271352956286886,291
GSM4138138,20,1,Monocyte_family,family,0.9863599836127779,289
GSM4138136,20,1,Monocyte_family,family,0.9749740255129646,287
GSM4138125,20,9,Macrophage_family,family,0.6986987213603217,286
GSM4138140,20,1,Monocyte_family,family,0.9845431522476421,285
GSM4138137,20,4,Macrophage_family,family,0.7896209098848326,266
GSM4138134,20,3,Mono_CD16,specific,0.9728554833763279,264
GSM4138146,20,3,Mono_CD16,specific,0.9521691380993482,252
GSM4138132,20,1,Monocyte_family,family,0.991253121941168,235
GSM4138165,20,1,Monocyte_family,family,0.9767236355329278,229
GSM4138122,20,2,cDC2_CD33,specific,0.884812916619351,227
GSM4138128,20,2,cDC2_CD33,specific,0.884812916619351,227
GSM4138162,20,2,cDC2_CD33,specific,0.9002132444517872,222
GSM4138156,20,3,Mono_CD16,specific,0.9577517753810016,220
GSM4138152,20,2,cDC2_CD33,specific,0.8749580259657754,217
GSM4138130,20,1,Monocyte_family,family,0.9808385158380911,216
GSM4138130,20,3,Mono_CD16,specific,0.9677496161340523,213
GSM4138135,20,5,Ambiguous/Mixed,ambiguous,0.7446336537357685,207
GSM4138142,20,2,cDC2_CD33,specific,0.917344149075784,206
GSM4138163,20,2,cDC2_CD33,specific,0.9047012013945729,203
GSM4138128,20,3,Mono_CD16,specific,0.978381683573897,200
GSM4138122,20,3,Mono_CD16,specific,0.978381683573897,200
GSM4138110,20,2,cDC2_CD33,specific,0.9123874435070074,199
GSM4138120,20,1,Monocyte_family,family,0.942843631562333,190
GSM4138154,20,1,Monocyte_family,family,0.9648810494274419,189
GSM4138163,20,1,Monocyte_family,family,0.9772727900342312,188
GSM4138136,20,3,Mono_CD16,specific,0.9648257943918037,186
GSM4138118,20,2,cDC2_CD33,specific,0.8805433558755551,185
GSM4138124,20,1,Monocyte_family,family,0.9795981089825907,183
GSM4138162,20,1,Monocyte_family,family,0.9793945887837049,176
GSM4138158,20,1,Monocyte_family,family,0.9841531533620815,174
GSM4138136,20,2,cDC2_CD33,specific,0.8942881172434342,168
GSM4138131,20,10,Ambiguous/Mixed,ambiguous,0.7693517167644278,166
GSM4138114,20,1,Monocyte_family,family,0.976842402925276,165
GSM4138167,20,2,cDC2_CD33,specific,0.866252817349021,164
GSM4138166,20,1,Monocyte_family,family,0.9831459147147317,164
GSM4138166,20,2,cDC2_CD33,specific,0.8874132072206035,160
GSM4138141,20,2,cDC2_CD33,specific,0.7982588871041745,159
GSM4138138,20,3,Mono_CD16,specific,0.9616052005339193,157
GSM4138130,20,2,cDC2_CD33,specific,0.9159737770327153,154
GSM4138112,20,1,Monocyte_family,family,0.9744297761990752,153
GSM4138126,20,2,cDC2_CD33,specific,0.9334962541225976,148
GSM4138145,20,2,cDC2_CD33,specific,0.8070209733141174,146
GSM4138155,20,5,Ambiguous/Mixed,ambiguous,0.6834221844915938,145
GSM4138166,20,3,Mono_CD16,specific,0.9497182889481405,143
GSM4138142,20,3,Mono_CD16,specific,0.9725866740850654,138
GSM4138152,20,1,Monocyte_family,family,0.9656639643205123,136
GSM4138146,20,1,Monocyte_family,family,0.9768547057988395,133
GSM4138165,20,3,Mono_CD16,specific,0.9392317275851253,132
GSM4138112,20,3,Mono_CD16,specific,0.9463818967047463,132
GSM4138145,20,1,Monocyte_family,family,0.8600288975179863,132
GSM4138143,20,2,cDC2_CD33,specific,0.7055595496853077,129
GSM4138138,20,2,cDC2_CD33,specific,0.9000185227003219,129
GSM4138155,20,1,Monocyte_family,family,0.8325602365819185,128
GSM4138154,20,2,cDC2_CD33,specific,0.8564806957300588,128
GSM4138139,20,5,Ambiguous/Mixed,ambiguous,0.8140199376212971,123
GSM4138141,20,1,Monocyte_family,family,0.9412613906128414,121
GSM4138122,20,1,Monocyte_family,family,0.98914258694849,119
GSM4138128,20,1,Monocyte_family,family,0.98914258694849,119
GSM4138144,20,2,cDC2_CD33,specific,0.83299363876644,118
GSM4138140,20,3,Mono_CD16,specific,0.9540489751855232,116
GSM4138132,20,3,Mono_CD16,specific,0.974669325374043,116
GSM4138131,20,4,Macrophage_family,family,0.7912903628235429,116
GSM4138127,20,1,Monocyte_family,family,0.9090595968414824,115
GSM4138117,20,1,Monocyte_family,family,0.8353187567498864,114
GSM4138110,20,3,Mono_CD16,specific,0.9662143863682576,113
GSM4138155,20,2,cDC2_CD33,specific,0.7003957764474695,113
GSM4138161,20,8,Ambiguous/Mixed,ambiguous,0.799457622916289,111
GSM4138167,20,1,Monocyte_family,family,0.9863936086645857,111
GSM4138152,20,3,Mono_CD16,specific,0.9259931033555523,108
GSM4138131,20,8,Ambiguous/Mixed,ambiguous,0.8751870114387335,108
GSM4138114,20,2,cDC2_CD33,specific,0.8758058252166641,108
GSM4138137,20,5,Ambiguous/Mixed,ambiguous,0.789493838859087,105
GSM4138161,20,2,cDC2_CD33,specific,0.7428615660321032,101
GSM4138118,20,1,Monocyte_family,family,0.9607526928857557,99
GSM4138144,20,1,Monocyte_family,family,0.9802081035392727,97
GSM4138145,20,7,DC_family,family,0.7540289003778138,96
GSM4138139,20,2,cDC2_CD33,specific,0.8135100801400693,96
GSM4138127,20,6,Ambiguous/Mixed,ambiguous,0.6860414562173609,95
GSM4138139,20,4,Macrophage_family,family,0.7736224985199947,94
GSM4138135,20,2,cDC2_CD33,specific,0.8580462383207765,88
GSM4138127,20,5,Ambiguous/Mixed,ambiguous,0.8238780249012029,86
GSM4138162,20,3,Mono_CD16,specific,0.9560514502866712,86
GSM4138121,20,5,Ambiguous/Mixed,ambiguous,0.7139340616729579,85
GSM4138156,20,2,cDC2_CD33,specific,0.9044180975443601,84
GSM4138160,20,2,cDC2_CD33,specific,0.8933667168357968,83
GSM4138111,20,2,cDC2_CD33,specific,0.7745426503876899,83
GSM4138144,20,3,Mono_CD16,specific,0.9637395279919089,82
GSM4138150,20,2,cDC2_CD33,specific,0.9069606956719877,79
GSM4138158,20,2,cDC2_CD33,specific,0.9063192801776188,79
GSM4138148,20,1,Monocyte_family,family,0.9861902834622891,79
GSM4138114,20,3,Mono_CD16,specific,0.953843477712395,78
GSM4138125,20,2,cDC2_CD33,specific,0.7997232858458061,78
GSM4138137,20,1,Monocyte_family,family,0.8935456038971549,77
GSM4138124,20,3,Mono_CD16,specific,0.9508664893937501,77
GSM4138165,20,2,cDC2_CD33,specific,0.8657159617302816,76
GSM4138133,20,4,Macrophage_family,family,0.7555868914461691,76
GSM4138124,20,2,cDC2_CD33,specific,0.9188730929336517,76
GSM4138129,20,2,cDC2_CD33,specific,0.8145219446998226,75
GSM4138164,20,1,Monocyte_family,family,0.9771721966677016,75
GSM4138146,20,2,cDC2_CD33,specific,0.8905488511639992,75
GSM4138133,20,2,cDC2_CD33,specific,0.8562770459086118,75
GSM4138137,20,12,Ambiguous/Mixed,ambiguous,0.8588769234532942,75
GSM4138139,20,1,Monocyte_family,family,0.8849345445025134,74
GSM4138161,20,1,Monocyte_family,family,0.8995562486372239,73
